Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 18 Nov 2019 13:36:44 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"30749","NO24NE 8","Bridgend Of Ruthven","Souterrain (Prehistoric)(Possible)","328680","748800","ANGUS","ANGUS","RUTHVEN","NO 2868 4880","http://canmore.org.uk/site/30749",
"30817","NO24SE 1","Auchtertyre","Souterrain (Prehistoric)","328450","740990","ANGUS","ANGUS","NEWTYLE","NO 2845 4099","http://canmore.org.uk/site/30817",
"30899","NO24SE 50","Auchtertyre","Barrow (Prehistoric)","328303","741559","ANGUS","ANGUS","NEWTYLE","NO 28303 41559","http://canmore.org.uk/site/30899",
"30915","NO24SE 8","Chester Park","Field Boundary(S) (Period Unassigned), Pit(S) (Period Unassigned), Souterrain(S) (Prehistoric)","327690","741110","ANGUS","ANGUS","NEWTYLE","NO 2769 4111","http://canmore.org.uk/site/30915",
"30997","NO25NE 21","Brankam Hill","Barrow(S) (Prehistoric)","329918","755851","ANGUS","ANGUS","LINTRATHEN","NO 29918 55851","http://canmore.org.uk/site/30997",
"31000","NO25NE 24","Strone Hill","Cairnfield (Period Unassigned), Field Boundary(S) (Period Unassigned), Hut Circle(S) (Prehistoric)","328960","756670","ANGUS","ANGUS","LINTRATHEN","NO 2896 5667","http://canmore.org.uk/site/31000",
"31013","NO25NE 5","Knowhead","Standing Stone(S) (Prehistoric)","329833","758236","ANGUS","ANGUS","LINTRATHEN","NO 29833 58236","http://canmore.org.uk/site/31013",
"31016","NO25NE 8","Brankam Hill","Hut Circle(S) (Prehistoric)","329931","755652","ANGUS","ANGUS","LINTRATHEN","NO 29931 55652","http://canmore.org.uk/site/31016",
"31019","NO25NW 10","Forest Of Alyth","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","320600","757500","ANGUS","ANGUS","GLENISLA","NO 206 575","http://canmore.org.uk/site/31019",
"31020","NO25NW 11","Forest Of Alyth","Field System (Period Unassigned), Hut Circle (Prehistoric)","320520","757310","ANGUS","ANGUS","GLENISLA","NO 2052 5731","http://canmore.org.uk/site/31020",
"31021","NO25NW 120","Wester Peathaugh","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","322700","758000","ANGUS","ANGUS","GLENISLA","NO 227 580","http://canmore.org.uk/site/31021",
"31024","NO25NW 14","Hill Of Kilry","Cairnfield (Period Unassigned), Hut Circle (Prehistoric)","322480","756300","ANGUS","ANGUS","GLENISLA","NO 2248 5630","http://canmore.org.uk/site/31024",
"31025","NO25NW 15","Fernyhirst","Hut Circle(S) (Prehistoric)","321470","755710","ANGUS","ANGUS","GLENISLA","NO 2147 5571","http://canmore.org.uk/site/31025",
"31026","NO25NW 16","Cairn Hill","Building(S) (Period Unassigned), Cairnfield (Period Unassigned), Hut Circle (Prehistoric)","321950","759550","ANGUS","ANGUS","GLENISLA","NO 2195 5955","http://canmore.org.uk/site/31026",
"31030","NO25NW 2","Redlatches","Field System (Period Unassigned), Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval), Track(S) (Period Unassigned)","320350","759340","ANGUS","ANGUS","GLENISLA","NO 2035 5934","http://canmore.org.uk/site/31030",
"31033","NO25NW 22","Scruschloch","Hut Circle(S) (Prehistoric)","323300","756900","ANGUS","ANGUS","GLENISLA","NO 233 569","http://canmore.org.uk/site/31033",
"31036","NO25NW 25","Craiglea Cottage","Cup Marked Stone (Prehistoric)","324610","757650","ANGUS","ANGUS","GLENISLA","NO 2461 5765","http://canmore.org.uk/site/31036",
"31037","NO25NW 26","Craiglea Cottage","Hut Circle(S) (Prehistoric)","324660","757630","ANGUS","ANGUS","GLENISLA","NO 2466 5763","http://canmore.org.uk/site/31037",
"31038","NO25NW 3","Druim Dearg","Cairnfield (Period Unassigned), Kerb Cairn (Prehistoric), Rig And Furrow (Medieval)","321150","759620","ANGUS","ANGUS","GLENISLA","NO 2115 5962","http://canmore.org.uk/site/31038",
"31040","NO25NW 50","Forest Of Alyth","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","320550","758330","ANGUS","ANGUS","GLENISLA","NO 2055 5833","http://canmore.org.uk/site/31040",
"31045","NO25NW 9","Burn Of Kilry","Field System (Period Unassigned), Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval)","321250","757540","ANGUS","ANGUS","GLENISLA","NO 2125 5754","http://canmore.org.uk/site/31045",
"31046","NO25SE 1","Formal","Standing Stone (Prehistoric)","325630","754020","ANGUS","ANGUS","LINTRATHEN","NO 2563 5402","http://canmore.org.uk/site/31046",
"31053","NO25SE 16","Dillavaird","Palisaded Settlement (Period Unassigned), Souterrain (Prehistoric)","329950","750280","ANGUS","ANGUS","AIRLIE","NO 2995 5028","http://canmore.org.uk/site/31053",
"31068","NO25SE 29","East Campsie","Cairn (Prehistoric)(Possible)","329808","753233","ANGUS","ANGUS","LINTRATHEN","NO 29808 53233","http://canmore.org.uk/site/31068",
"31093","NO25SW 1","Kilry","Standing Stone (Prehistoric)","324320","754490","ANGUS","ANGUS","GLENISLA","NO 2432 5449","http://canmore.org.uk/site/31093",
"31134","NO26SW 7","Kirkton Of Glenisla","Hut Circle (Prehistoric)(Possible)","321500","760200","ANGUS","ANGUS","GLENISLA","NO 215 602","http://canmore.org.uk/site/31134",
"31863","NO33NE 19","Prieston Farm","Souterrain (Prehistoric)","339450","738630","ANGUS","ANGUS","TEALING","NO 3945 3863","http://canmore.org.uk/site/31863",
"31864","NO33NE 2","Balluderon, 'st Martins Stone'","Cross Slab (Pictish), Pictish Symbol Stone (Pictish)","337480","737580","ANGUS","ANGUS","TEALING","NO 3748 3758","http://canmore.org.uk/site/31864",
"31871","NO33NE 26","Standing Stone Of Balkello","Standing Stone (Prehistoric)","336330","738300","ANGUS","ANGUS","TEALING","NO 3633 3830","http://canmore.org.uk/site/31871",
"31890","NO33NW 10","Kirkton Of Auchterhouse","Souterrain (Prehistoric)","334200","738000","ANGUS","ANGUS","AUCHTERHOUSE","NO 342 380","http://canmore.org.uk/site/31890",
"31894","NO33NW 14","'the Grey Lady'","Standing Stone (Prehistoric)","330690","736180","ANGUS","ANGUS","LUNDIE","NO 3069 3618","http://canmore.org.uk/site/31894",
"31896","NO33NW 16","East Adamston","Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)","333450","735910","ANGUS","ANGUS","AUCHTERHOUSE","NO 3345 3591","http://canmore.org.uk/site/31896",
"31903","NO33NW 23","Bonnyton","Souterrain (Prehistoric)(Possible)","332800","738600","ANGUS","ANGUS","AUCHTERHOUSE","NO 328 386","http://canmore.org.uk/site/31903",
"31904","NO33NW 3","Auchterhouse","Souterrain (Prehistoric)","333260","737160","ANGUS","ANGUS","AUCHTERHOUSE","NO 3326 3716","http://canmore.org.uk/site/31904",
"31908","NO33NW 7","Sidlaw Hospital","Cup Marked Stone (Prehistoric)","334600","739280","ANGUS","ANGUS","AUCHTERHOUSE","NO 3460 3928","http://canmore.org.uk/site/31908",
"31910","NO33NW 9","Sidlaw Hospital","Cup Marked Stone (Prehistoric)","334440","739280","ANGUS","ANGUS","AUCHTERHOUSE","NO 3444 3928","http://canmore.org.uk/site/31910",
"32002","NO33SW 13","Mains Of Fowlis","Souterrain (Prehistoric)","331950","733250","ANGUS","ANGUS","FOWLIS EASTER (ANGUS)","NO 3195 3325","http://canmore.org.uk/site/32002",
"32052","NO33SW 7","Hurly Hawkin","Broch (Iron Age)(Possible), Fort (Period Unassigned), Souterrain (Prehistoric)","333210","732790","ANGUS","ANGUS","LIFF AND BENVIE (ANGUS)","NO 3321 3279","http://canmore.org.uk/site/32052",
"32058","NO34NE 12","Newhouse","Cist (Period Unassigned), Inhumation (Period Unassigned)","337730","746980","ANGUS","ANGUS","GLAMIS","NO 3773 4698","http://canmore.org.uk/site/32058",
"32092","NO34NE 4","Eassie","Cross Slab (Pictish), Pictish Symbol Stone (Pictish)","335260","747450","ANGUS","ANGUS","EASSIE AND NEVAY","NO 3526 4745","http://canmore.org.uk/site/32092",
"32097","NO34NE 44","Eassie Mill","Barrow (Prehistoric)(Possible), Cropmark(S) (Period Unknown), Linear Feature(S) (Period Unassigned), Ring Ditch(S) (Period Unassigned)","335800","746900","ANGUS","ANGUS","EASSIE AND NEVAY","NO 358 469","http://canmore.org.uk/site/32097",
"32107","NO34NE 6","Dean Water","Findspot, Spearhead (Bronze)","335000","748000","ANGUS","ANGUS","GLAMIS","NO 35 48","http://canmore.org.uk/site/32107",
"32163","NO34SW 17","Wester Denoon","Cairn (Prehistoric)","333770","743090","ANGUS","ANGUS","GLAMIS","NO 3377 4309","http://canmore.org.uk/site/32163",
"32183","NO35NE 18","Bell Hillock","Cairn (Period Unassigned), Cist(S) (Period Unassigned), Bracelet, Food Vessel, Necklace (Jet)","338850","758230","ANGUS","ANGUS","KIRRIEMUIR","NO 3885 5823","http://canmore.org.uk/site/32183",
"32184","NO35NE 19","Cortachy","Henge (Neol/bronze Age)(Possible), Standing Stone (Prehistoric)","338790","759110","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3879 5911","http://canmore.org.uk/site/32184",
"32189","NO35NE 23","Meams","Hut Circle (Prehistoric), Mound (Period Unassigned), Ring (Jet)","337380","756810","ANGUS","ANGUS","KIRRIEMUIR","NO 3738 5681","http://canmore.org.uk/site/32189",
"32196","NO35NE 3","Caldhame","Standing Stone (Prehistoric)","338480","756250","ANGUS","ANGUS","KIRRIEMUIR","NO 3848 5625","http://canmore.org.uk/site/32196",
"32200","NO35NE 33","Castle Hill","Ring Ditch House (Prehistoric)","336204","756737","ANGUS","ANGUS","KIRRIEMUIR","NO 36204 56737","http://canmore.org.uk/site/32200",
"32201","NO35NE 34","Hill Of Redhall","Cropmark(S) (Period Unknown), Settlement (Period Unassigned), Souterrain (Prehistoric)(Possible), Track (Period Unassigned), Unidentified Pottery(S) (Medieval)","339710","758210","ANGUS","ANGUS","KIRRIEMUIR","NO 3971 5821","http://canmore.org.uk/site/32201",
"32213","NO35NE 45","East Kinwhirrie","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)","338200","758500","ANGUS","ANGUS","KIRRIEMUIR","NO 382 585","http://canmore.org.uk/site/32213",
"32214","NO35NE 46","Prosen Bridge","Cropmark(S) (Period Unknown), Pit(S) (Period Unassigned), Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)","339200","758990","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3920 5899","http://canmore.org.uk/site/32214",
"32217","NO35NE 49","Meams Hill","Hut Circle (Prehistoric)","337300","757200","ANGUS","ANGUS","KIRRIEMUIR","NO 373 572","http://canmore.org.uk/site/32217",
"32225","NO35NE 56","Kintyre","Souterrain(S) (Prehistoric)","338260","757630","ANGUS","ANGUS","KIRRIEMUIR","NO 3826 5763","http://canmore.org.uk/site/32225",
"32226","NO35NE 57","Caddam","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","338200","756600","ANGUS","ANGUS","KIRRIEMUIR","NO 382 566","http://canmore.org.uk/site/32226",
"32230","NO35NE 8","Meams Hill","Souterrain (Prehistoric)(Possible)","336800","756900","ANGUS","ANGUS","KIRRIEMUIR","NO 368 569","http://canmore.org.uk/site/32230",
"32236","NO35NW 13","Brankam Hill","Hut Circle(S) (Prehistoric)","330040","755670","ANGUS","ANGUS","LINTRATHEN","NO 3004 5567","http://canmore.org.uk/site/32236",
"32249","NO35NW 25","Kinclune","Kerb Cairn (Prehistoric)","331300","756800","ANGUS","ANGUS","KINGOLDRUM","NO 313 568","http://canmore.org.uk/site/32249",
"32264","NO35NW 35","Kinclune","Enclosure (Period Unassigned), Hut Circle (Prehistoric)","331380","756540","ANGUS","ANGUS","KINGOLDRUM","NO 3138 5654","http://canmore.org.uk/site/32264",
"32266","NO35NW 37","Culhawk Hill","Roundhouse (Prehistoric)","334950","755980","ANGUS","ANGUS","KIRRIEMUIR","NO 3495 5598","http://canmore.org.uk/site/32266",
"32267","NO35NW 38","Brankam Hill","Kerb Cairn (Prehistoric)","330110","755740","ANGUS","ANGUS","LINTRATHEN","NO 3011 5574","http://canmore.org.uk/site/32267",
"32268","NO35NW 39","Culhawk Hill","Barrow (Prehistoric)","334600","755800","ANGUS","ANGUS","KIRRIEMUIR","NO 346 558","http://canmore.org.uk/site/32268",
"32273","NO35NW 42","Brankam Hill","Kerb Cairn (Prehistoric)","330100","755700","ANGUS","ANGUS","LINTRATHEN","NO 301 557","http://canmore.org.uk/site/32273",
"32274","NO35NW 43","Brankam Hill","Hut Circle (Prehistoric)","330100","755900","ANGUS","ANGUS","LINTRATHEN","NO 301 559","http://canmore.org.uk/site/32274",
"32275","NO35NW 44","Brankam Hill","Hut Circle (Prehistoric)","330256","756169","ANGUS","ANGUS","LINTRATHEN","NO 30256 56169","http://canmore.org.uk/site/32275",
"32295","NO35SE 18","Kirriemuir Hill","Standing Stone (Prehistoric)","339170","754630","ANGUS","ANGUS","KIRRIEMUIR","NO 3917 5463","http://canmore.org.uk/site/32295",
"32308","NO35SE 25","Lendrick Lodge","Cropmark(S) (Period Unknown), Standing Stone (Prehistoric)","335050","750420","ANGUS","ANGUS","AIRLIE","NO 3505 5042","http://canmore.org.uk/site/32308",
"32309","NO35SE 26","Lendrick Lodge","Barrow(S) (Prehistoric), Enclosure (Period Unassigned), Square Barrow(S) (Iron Age)","335315","750576","ANGUS","ANGUS","AIRLIE","NO 35315 50576","http://canmore.org.uk/site/32309",
"32315","NO35SE 31","Hill Of Kirriemuir","Souterrain (Prehistoric)","339000","754000","ANGUS","ANGUS","KIRRIEMUIR","NO 39 54","http://canmore.org.uk/site/32315",
"32317","NO35SE 33","Kinalty","Barrow (Prehistoric)","335898","751074","ANGUS","ANGUS","AIRLIE","NO 35898 51074","http://canmore.org.uk/site/32317",
"32320","NO35SE 36","Reedie","Souterrain (Prehistoric)(Possible)","335350","752150","ANGUS","ANGUS","AIRLIE","NO 35350 52150","http://canmore.org.uk/site/32320",
"32333","NO35SE 47","Wester Logie","Cultivation Remains (Period Unassigned), Enclosure(S) (Period Unassigned), Pit Alignment (Prehistoric)","338200","751500","ANGUS","ANGUS","KIRRIEMUIR","NO 382 515","http://canmore.org.uk/site/32333",
"32349","NO35SW 10","Meikle Kenny","Cist (Period Unassigned)","330740","753170","ANGUS","ANGUS","KINGOLDRUM","NO 3074 5317","http://canmore.org.uk/site/32349",
"32362","NO35SW 22","Carlinwell","Cremation(S) (Period Unassigned), Standing Stone (Prehistoric), Cinerary Urn(S) (Bronze Age)","332080","750250","ANGUS","ANGUS","AIRLIE","NO 3208 5025","http://canmore.org.uk/site/32362",
"32376","NO35SW 35","Airlie","Souterrain (Prehistoric)(Possible)","330440","750400","ANGUS","ANGUS","AIRLIE","NO 3044 5040","http://canmore.org.uk/site/32376",
"32377","NO35SW 36","Littleton Of Airlie","Souterrain (Prehistoric)","333600","750800","ANGUS","ANGUS","AIRLIE","NO 336 508","http://canmore.org.uk/site/32377",
"32383","NO35SW 41","Airlie","Souterrain (Prehistoric)","331020","751870","ANGUS","ANGUS","AIRLIE","NO 3102 5187","http://canmore.org.uk/site/32383",
"32384","NO35SW 42","Airlie","Souterrain (Prehistoric)","331160","751930","ANGUS","ANGUS","AIRLIE","NO 3116 5193","http://canmore.org.uk/site/32384",
"32385","NO35SW 43","Barns Of Airlie","Souterrain (Prehistoric)(Possible)","330520","751520","ANGUS","ANGUS","AIRLIE","NO 3052 5152","http://canmore.org.uk/site/32385",
"32420","NO36SW 2","Corogle Burn","Standing Stone(S) (Prehistoric), Stone Circle (Neol/bronze Age)(Possible)","334880","760170","ANGUS","ANGUS","KINGOLDRUM","NO 3488 6017","http://canmore.org.uk/site/32420",
"33319","NO43NE 21","Laws","Barrow (Prehistoric), Cist (Period Unassigned), Plate (Bronze)","349200","735000","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 492 350","http://canmore.org.uk/site/33319",
"33323","NO43NE 25","Westhall","Souterrain (Prehistoric)(Possible)","345640","735270","ANGUS","ANGUS","MURROES (ANGUS)","NO 4564 3527","http://canmore.org.uk/site/33323",
"33348","NO43NE 8","Westhall","Souterrain (Prehistoric)","345630","735420","ANGUS","ANGUS","MURROES (ANGUS)","NO 4563 3542","http://canmore.org.uk/site/33348",
"33349","NO43NE 9","Kellas","Cist (Period Unassigned), Food Vessel, Necklace (Jet)","345000","735000","ANGUS","ANGUS","MURROES (ANGUS)","NO 45 35","http://canmore.org.uk/site/33349",
"33358","NO43NW 17","Tealing House","Souterrain (Prehistoric)(Possible), Ring (Gold)","341370","738070","ANGUS","ANGUS","TEALING","NO 4137 3807","http://canmore.org.uk/site/33358",
"33360","NO43NW 19","Tealing House","Souterrain (Prehistoric), Axehead, Lamp (Stone), Vessel","341190","738010","ANGUS","ANGUS","TEALING","NO 4119 3801","http://canmore.org.uk/site/33360",
"33365","NO43NW 22","Craig Hill","Broch (Iron Age)(Possible), Cup Marked Stone (Prehistoric), Fort (Period Unassigned)","343200","735800","ANGUS","ANGUS","MURROES (ANGUS)","NO 432 358","http://canmore.org.uk/site/33365",
"33386","NO43NW 6","Mansefield","Souterrain (Prehistoric)","340910","739320","ANGUS","ANGUS","TEALING","NO 4091 3932","http://canmore.org.uk/site/33386",
"33422","NO43SE 34","Dighty Water","Barrow (Prehistoric), Pygmy Cup","348000","732000","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 48 32","http://canmore.org.uk/site/33422",
"33576","NO44NE 7","West Craig","Standing Stone (Prehistoric)","345310","748480","ANGUS","ANGUS","FORFAR","NO 4531 4848","http://canmore.org.uk/site/33576",
"33590","NO44NW 2","Douglastown","Cist (Period Unassigned), Food Vessel","341770","747510","ANGUS","ANGUS","KINNETTLES","NO 4177 4751","http://canmore.org.uk/site/33590",
"33606","NO44SE 1","Little Lour","Barrow (Prehistoric)","347910","744490","ANGUS","ANGUS","INVERARITY","NO 4791 4449","http://canmore.org.uk/site/33606",
"33629","NO44SE 30","Downie Moor","Barrow (Prehistoric)(Possible)","349380","741810","ANGUS","ANGUS","MONIKIE","NO 4938 4181","http://canmore.org.uk/site/33629",
"33678","NO45NE 22","Barnyards","Cist (Period Unassigned)","347840","757790","ANGUS","ANGUS","TANNADICE","NO 4784 5779","http://canmore.org.uk/site/33678",
"33685","NO45NE 29","West Mains Of Whitewell","Pit(S) (Period Unassigned), Pit Alignment(S) (Prehistoric), Rig And Furrow (Medieval)","347300","757300","ANGUS","ANGUS","TANNADICE","NO 473 573","http://canmore.org.uk/site/33685",
"33691","NO45NE 34","Baldoukie","Cropmark(S) (Period Unknown), Souterrain(S) (Prehistoric)","346800","758900","ANGUS","ANGUS","TANNADICE","NO 468 589","http://canmore.org.uk/site/33691",
"33697","NO45NE 4","Law Of Baldoukie","Barrow (Prehistoric)","346710","758830","ANGUS","ANGUS","TANNADICE","NO 4671 5883","http://canmore.org.uk/site/33697",
"33708","NO45NE 7","Tannadice","Lithic Working Site(S) (Prehistoric)","347500","758100","ANGUS","ANGUS","TANNADICE","NO 475 581","http://canmore.org.uk/site/33708",
"33709","NO45NE 8","Tannadice, Laws","Barrow(S) (Prehistoric)","347000","758000","ANGUS","ANGUS","TANNADICE","NO 47 58","http://canmore.org.uk/site/33709",
"33721","NO45NW 18","Shielhill Bridge","Cropmark(S) (Period Unknown), Pit Alignment (Prehistoric)","342600","757700","ANGUS","ANGUS","KIRRIEMUIR","NO 426 577","http://canmore.org.uk/site/33721",
"33722","NO45NW 19","Shielhill","Pit Alignment(S) (Prehistoric)","342700","757500","ANGUS","ANGUS","KIRRIEMUIR","NO 427 575","http://canmore.org.uk/site/33722",
"33724","NO45NW 20","Blackburn","Pit Alignment (Prehistoric)","343000","758000","ANGUS","ANGUS","TANNADICE","NO 430 580","http://canmore.org.uk/site/33724",
"33725","NO45NW 21","Blackburn","Pit Alignment (Prehistoric)","343200","757800","ANGUS","ANGUS","TANNADICE","NO 432 578","http://canmore.org.uk/site/33725",
"33729","NO45NW 25","Shielhill Bridge","Cropmark(S) (Period Unknown), Linear Feature(S) (Period Unassigned), Pit Alignment(S) (Prehistoric)","342300","757700","ANGUS","ANGUS","KIRRIEMUIR","NO 423 577","http://canmore.org.uk/site/33729",
"33736","NO45NW 33","Shielhill Bridge","Souterrain(S) (Prehistoric)(Possible)","342370","758100","ANGUS","ANGUS","KIRRIEMUIR","NO 4237 5810","http://canmore.org.uk/site/33736",
"33747","NO45SE 108","Clochtow","Barrow(S) (Prehistoric)","347900","752400","ANGUS","ANGUS","FORFAR","NO 479 524","http://canmore.org.uk/site/33747",
"33777","NO45SE 31","Pitscandly","Souterrain (Prehistoric)","348970","752040","ANGUS","ANGUS","RESCOBIE","NO 4897 5204","http://canmore.org.uk/site/33777",
"33779","NO45SE 33","Murton Farm","Cist(S) (Period Unassigned)","349310","751190","ANGUS","ANGUS","FORFAR","NO 4931 5119","http://canmore.org.uk/site/33779",
"33781","NO45SE 35","Myreside","Cist (Period Unassigned)","347940","752360","ANGUS","ANGUS","FORFAR","NO 4794 5236","http://canmore.org.uk/site/33781",
"33827","NO45SE 77","Muirlands","Pit Alignment (Prehistoric)","347000","751800","ANGUS","ANGUS","FORFAR","NO 470 518","http://canmore.org.uk/site/33827",
"33843","NO45SE 91","Murton","Souterrain (Prehistoric)(Possible)","349400","751500","ANGUS","ANGUS","FORFAR","NO 494 515","http://canmore.org.uk/site/33843",
"33850","NO45SW 11","Fletcherfield","Souterrain (Prehistoric), Quern(S)","340500","752200","ANGUS","ANGUS","KIRRIEMUIR","NO 405 522","http://canmore.org.uk/site/33850",
"33860","NO45SW 20","Fletcherfield","Barrow (Prehistoric)(Possible)","340100","752500","ANGUS","ANGUS","KIRRIEMUIR","NO 401 525","http://canmore.org.uk/site/33860",
"33862","NO45SW 22","Fletcherfield","Souterrain(S) (Prehistoric)","340480","751930","ANGUS","ANGUS","KIRRIEMUIR","NO 4048 5193","http://canmore.org.uk/site/33862",
"33868","NO45SW 4","Cossans, 'st Orland's Stone'","Cist (Period Unassigned)(Possible), Cross Slab (Pictish), Grave(S) (Period Unassigned)(Possible), Pictish Symbol Stone (Pictish), Coin(S) (17th Century)","340083","750019","ANGUS","ANGUS","GLAMIS","NO 40083 50019","http://canmore.org.uk/site/33868",
"33870","NO45SW 6","Balmuckety","Standing Stone(S) (Prehistoric)","340030","752510","ANGUS","ANGUS","KIRRIEMUIR","NO 4003 5251","http://canmore.org.uk/site/33870",
"33871","NO45SW 7","Ballinshoe","Standing Stone (Prehistoric), Cinerary Urn","341640","752190","ANGUS","ANGUS","KIRRIEMUIR","NO 4164 5219","http://canmore.org.uk/site/33871",
"33874","NO46NW 11","Keillor Wood","Building(S) (Period Unassigned), Clearance Cairn(S) (Period Unassigned), Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval)","344180","765050","ANGUS","ANGUS","TANNADICE","NO 4418 6505","http://canmore.org.uk/site/33874",
"33876","NO46SE 10","Noranside","Standing Stone (Prehistoric)","346310","760700","ANGUS","ANGUS","TANNADICE","NO 4631 6070","http://canmore.org.uk/site/33876",
"33881","NO46SE 15","Vayne","Standing Stone (Prehistoric)","349720","760080","ANGUS","ANGUS","FERN","NO 4972 6008","http://canmore.org.uk/site/33881",
"33883","NO46SE 17","St Ninian's Well","Standing Stone(S) (Prehistoric)","348000","760000","ANGUS","ANGUS","FERN","NO 48 60","http://canmore.org.uk/site/33883",
"33884","NO46SE 18","Moor Cottage","Cup Marked Stone (Prehistoric)(Possible)","346250","760020","ANGUS","ANGUS","TANNADICE","NO 4625 6002","http://canmore.org.uk/site/33884",
"33893","NO46SE 26","Wellford","Enclosed Settlement (Prehistoric), Enclosure (Period Unassigned)","347900","760200","ANGUS","ANGUS","FERN","NO 479 602","http://canmore.org.uk/site/33893",
"33894","NO46SE 27","Shandford","Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)","349800","762470","ANGUS","ANGUS","FERN","NO 4980 6247","http://canmore.org.uk/site/33894",
"33906","NO46SE 7","Fern","Cist (Period Unassigned), Hut Circle (Prehistoric)","348000","761000","ANGUS","ANGUS","FERN","NO 48 61","http://canmore.org.uk/site/33906",
"33911","NO46SW 11","Shallgreen","Cup Marked Stone (Prehistoric)(Possible)","340690","762950","ANGUS","ANGUS","TANNADICE","NO 4069 6295","http://canmore.org.uk/site/33911",
"33912","NO46SW 2","Black Hill","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","341000","763700","ANGUS","ANGUS","TANNADICE","NO 410 637","http://canmore.org.uk/site/33912",
"33916","NO46SW 6","Easter Memus","Standing Stone (Prehistoric)","343870","760330","ANGUS","ANGUS","TANNADICE","NO 4387 6033","http://canmore.org.uk/site/33916",
"33924","NO47NE 2","Hill Of Rowan","Battle Site (Period Unassigned)(Possible), Building(S) (Period Unassigned), Cairn(S) (Period Unassigned), Field System (Period Unassigned), Grave(S) (Period Unassigned), Hut Circle(S) (Prehistoric)","348300","779400","ANGUS","ANGUS","LOCHLEE","NO 483 794","http://canmore.org.uk/site/33924",
"33925","NO47NE 3","Hill Of Rowan","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","346500","779200","ANGUS","ANGUS","LOCHLEE","NO 465 792","http://canmore.org.uk/site/33925",
"33930","NO47NE 8","Tarfside","Hut Circle (Prehistoric)","349400","779710","ANGUS","ANGUS","LOCHLEE","NO 4940 7971","http://canmore.org.uk/site/33930",
"33937","NO47SE 3","Tamhilt","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","349500","770200","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 495 702","http://canmore.org.uk/site/33937",
"33938","NO47SE 4","Braco","Hut Circle (Prehistoric)","","","ANGUS","ANGUS","LETHNOT AND NAVAR","NO  ","http://canmore.org.uk/site/33938",
"33943","NO48SE 5","Hill Of Milton","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","348100","780100","ANGUS","ANGUS","LOCHLEE","NO 481 801","http://canmore.org.uk/site/33943",
"34494","NO53NE 15","Craigmill","Barrow(S) (Prehistoric)","357980","735800","ANGUS","ANGUS","PANBRIDE","NO 5798 3580","http://canmore.org.uk/site/34494",
"34496","NO53NE 17","Nether Kelly","Cropmark(S) (Period Unknown), Cultivation Remains (Period Unassigned), Enclosure(S) (Period Unassigned), Unenclosed Settlement (Period Unassigned)","359600","738200","ANGUS","ANGUS","ARBIRLOT","NO 596 382","http://canmore.org.uk/site/34496",
"34498","NO53NE 19","Nether Kelly","Enclosure(S) (Period Unassigned), Linear Feature(S) (Period Unassigned), Pit Alignment (Prehistoric), Rig And Furrow (Medieval), Unenclosed Settlement (Period Unassigned)(Possible)","359460","738610","ANGUS","ANGUS","ARBIRLOT","NO 5946 3861","http://canmore.org.uk/site/34498",
"34500","NO53NE 20","Nether Kelly","Enclosure(S) (Period Unassigned)(Possible), Rig And Furrow (Medieval)","359680","738740","ANGUS","ANGUS","ARBIRLOT","NO 5968 3874","http://canmore.org.uk/site/34500",
"34502","NO53NE 22","Mains Of Kelly","Cropmark(S) (Period Unknown), Souterrain (Prehistoric)(Possible)","359000","739100","ANGUS","ANGUS","ARBIRLOT","NO 590 391","http://canmore.org.uk/site/34502",
"34506","NO53NE 26","East Scryne","Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)(Possible)","358400","737300","ANGUS","ANGUS","PANBRIDE","NO 5840 3730","http://canmore.org.uk/site/34506",
