CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"1792","HY22NE 8","Ravie Hill","Barrow(S) (Prehistoric), Cist(S) (Period Unassigned)","326760","1025080","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2676 2508","http://canmore.org.uk/site/1792",
"1794","HY22NE 7","Stanerandy","Barrow(S) (Prehistoric)","327470","1027680","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2747 2768","http://canmore.org.uk/site/1794",
"1796","HY22NW 10","Brough Of Birsay","Chapel (12th Century), Settlement (12th Century)","323977","1028513","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 23977 28513","http://canmore.org.uk/site/1796",
"1808","HY22NW 2","Leequoy","Burnt Mound (Prehistoric)","323970","1025020","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2397 2502","http://canmore.org.uk/site/1808",
"1840","HY22SE 1","Swartland","Barrow (Prehistoric)(Possible)","327210","1021560","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2721 2156","http://canmore.org.uk/site/1840",
"1842","HY22SE 11","Dounby, Esgar","Burnt Mound(S) (Prehistoric)","329580","1021060","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2958 2106","http://canmore.org.uk/site/1842",
"1847","HY22SE 16","Loch Of Banks","Barrow(S) (Prehistoric)(Possible), Mound (Period Unassigned)","327670","1022870","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2767 2287","http://canmore.org.uk/site/1847",
"1849","HY22SE 18","East House","Burnt Mound (Prehistoric)","328950","1020590","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2895 2059","http://canmore.org.uk/site/1849",
"1850","HY22SE 19","East House","Barrow (Prehistoric)","329050","1020790","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2905 2079","http://canmore.org.uk/site/1850",
"1852","HY22SE 20","Quinni Moan","Burnt Mound(S) (Prehistoric)","327640","1021050","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2764 2105","http://canmore.org.uk/site/1852",
"1853","HY22SE 21","Loch Of Tronston","Burnt Mound (Prehistoric)","326170","1020820","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2617 2082","http://canmore.org.uk/site/1853",
"1854","HY22SE 22","Dounby House","Barrow(S) (Prehistoric)","329240","1020820","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2924 2082","http://canmore.org.uk/site/1854",
"1858","HY22SE 26","Grind, Skeabrae","Barrow (Prehistoric)(Possible)","326920","1020620","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2692 2062","http://canmore.org.uk/site/1858",
"1859","HY22SE 27","Gairsty","Barrow(S) (Prehistoric)(Possible)","326320","1020460","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2632 2046","http://canmore.org.uk/site/1859",
"1860","HY22SE 28","Upper Linklater","Burnt Mound(S) (Prehistoric)","326010","1022080","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2601 2208","http://canmore.org.uk/site/1860",
"1862","HY22SE 3","Skeabrae","Souterrain (Prehistoric)","327270","1020130","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2727 2013","http://canmore.org.uk/site/1862",
"1863","HY22SE 30","Quinni Moan","Barrow (Prehistoric)(Possible)","327980","1021120","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2798 2112","http://canmore.org.uk/site/1863",
"1866","HY22SE 33","Bryameadow Farm","Burnt Mound(S) (Prehistoric)(Possible)","325800","1022500","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 258 225","http://canmore.org.uk/site/1866",
"1867","HY22SE 34","Quinni","Barrow (Prehistoric), Cist (Period Unassigned)","325500","1022690","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2550 2269","http://canmore.org.uk/site/1867",
"1869","HY22SE 36","Queenafjold, Twatt","Barrow (Prehistoric)","326540","1024960","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2654 2496","http://canmore.org.uk/site/1869",
"1870","HY22SE 37","Green Knowe, Braeside","Burnt Mound (Prehistoric)","328560","1024720","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2856 2472","http://canmore.org.uk/site/1870",
"1874","HY22SE 40","Knowe Of Brenda, Downatown","Burnt Mound(S) (Prehistoric)","326610","1023810","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2661 2381","http://canmore.org.uk/site/1874",
"1882","HY22SE 48","Spurdagrove","Standing Stone(S) (Prehistoric)","325490","1024440","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2549 2444","http://canmore.org.uk/site/1882",
"1883","HY22SE 49","Knowe Of Forsakelda","Burnt Mound (Prehistoric)(Possible)","328300","1023140","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2830 2314","http://canmore.org.uk/site/1883",
"1888","HY22SE 53","Byameadow, Knowe Of Quian Brussti","Cist (Prehistoric)(Possible), Human Remains (Possible), Site (Period Unassigned)","325670","1022490","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2567 2249","http://canmore.org.uk/site/1888",
"1889","HY22SE 54","Benzieclett","Souterrain (Prehistoric)(Possible)","327900","1020600","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 279 206","http://canmore.org.uk/site/1889",
"1893","HY22SE 6","Knowe Of Makerhouse","Burnt Mound (Prehistoric)","329350","1021140","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2935 2114","http://canmore.org.uk/site/1893",
"1894","HY22SE 7","Breckness","Burnt Mound(S) (Prehistoric)(Possible)","329800","1021730","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2980 2173","http://canmore.org.uk/site/1894",
"1901","HY22SW 13","Knowes Of Yonbell","Barrow(S) (Prehistoric)","324570","1022640","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2457 2264","http://canmore.org.uk/site/1901",
"1909","HY22SW 20","Knowe Of Garraquoy","Burnt Mound (Prehistoric)","323740","1023700","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2374 2370","http://canmore.org.uk/site/1909",
"1910","HY22SW 21","Knowe Of Flaws","Burnt Mound (Prehistoric)","323130","1024340","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2313 2434","http://canmore.org.uk/site/1910",
"1911","HY22SW 22","Knowe Of Dale","Burnt Mound (Prehistoric)","324940","1024340","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2494 2434","http://canmore.org.uk/site/1911",
"1914","HY22SW 25","Knowe Of Netherskaill","Burnt Mound (Prehistoric)","323410","1024240","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2341 2424","http://canmore.org.uk/site/1914",
"1915","HY22SW 26","Knowe Of Scorn","Burnt Mound (Prehistoric)","324980","1023880","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2498 2388","http://canmore.org.uk/site/1915",
"1919","HY22SW 3","Knowe Of Eversti","Burnt Mound (Prehistoric)","323000","1022880","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2300 2288","http://canmore.org.uk/site/1919",
"1922","HY22SW 6","Hill Of Cruaday","Mound (Period Unassigned), Standing Stone (Prehistoric)","324790","1021620","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2479 2162","http://canmore.org.uk/site/1922",
"1927","HY30NE 1","Naversdale","Settlement (Period Unassigned)(Possible), Souterrain (Prehistoric)","335030","1009250","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 3503 0925","http://canmore.org.uk/site/1927",
"1929","HY30NE 11","Swanbister House","Burnt Mound (Prehistoric)(Possible)","335140","1005310","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 3514 0531","http://canmore.org.uk/site/1929",
"1933","HY30NE 15","Smoogro","Burnt Mound (Prehistoric)","336000","1005000","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 36 05","http://canmore.org.uk/site/1933",
"1938","HY30NE 2","Groundwater","Barrow (Prehistoric)","336960","1008780","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 3696 0878","http://canmore.org.uk/site/1938",
"1940","HY30NE 21","Orphir","Mace (Stone)","335000","1007000","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 35 07","http://canmore.org.uk/site/1940",
"1964","HY30SW 11","Bu Of Orphir","Standing Stone (Prehistoric), Axehead (Stone)","333470","1004500","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 3347 0450","http://canmore.org.uk/site/1964",
"1966","HY30SW 131","Bu Of Orphir, Pond","Burnt Mound (Prehistoric), Curling Pond (Period Unassigned)(Possible), Dam (Period Unassigned), Mill Pond (Period Unassigned)","333250","1004700","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 3325 0470","http://canmore.org.uk/site/1966",
"1973","HY30SW 5","Bu Of Orphir","Burnt Mound(S) (Prehistoric)","333310","1004690","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 3331 0469","http://canmore.org.uk/site/1973",
"1977","HY30SW 9","Orphir","Barrow (Prehistoric)","330000","1000000","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 3 0","http://canmore.org.uk/site/1977",
"1981","HY31NE 11","Redland","Burnt Mound(S) (Prehistoric)(Possible)","336680","1017030","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3668 1703","http://canmore.org.uk/site/1981",
"1993","HY31NE 4","Burness Bridge","Burnt Mound(S) (Prehistoric)","338860","1016360","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3886 1636","http://canmore.org.uk/site/1993",
"1994","HY31NE 5","Black Knowe , Blubbersdale","Barrow (Prehistoric), Cist (Period Unassigned), Cinerary Urn","336950","1019880","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3695 1988","http://canmore.org.uk/site/1994",
"1995","HY31NE 6","Knowe Of Lyron","Barrow (Prehistoric)(Possible)","338630","1019640","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3863 1964","http://canmore.org.uk/site/1995",
"1996","HY31NE 7","Sandyhall","Barrow(S) (Prehistoric), Cist (Period Unassigned)","339900","1019400","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3990 1940","http://canmore.org.uk/site/1996",
"2000","HY31NW 10","Staney Hill","Standing Stone (Prehistoric)","331950","1015670","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3195 1567","http://canmore.org.uk/site/2000",
"2002","HY31NW 12","Setter","Burnt Mound (Prehistoric)","334340","1015600","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3434 1560","http://canmore.org.uk/site/2002",
"2006","HY31NW 16","Dale","Long Cist (Early Medieval), Souterrain (Prehistoric), Barbed And Tanged Arrowhead, Lithic Implement(S) (Stone)","333110","1015380","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3311 1538","http://canmore.org.uk/site/2006",
"2012","HY31NW 21","Winksetter","Burnt Mound (Prehistoric)","334000","1016200","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 340 162","http://canmore.org.uk/site/2012",
"2013","HY31NW 22","Ballarat House","Burnt Mound (Prehistoric)","330110","1016340","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3011 1634","http://canmore.org.uk/site/2013",
"2016","HY31NW 25","Furso","Barrow (Prehistoric)","331270","1016640","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3127 1664","http://canmore.org.uk/site/2016",
"2017","HY31NW 26","Ballarat House","Burnt Mound (Prehistoric)","330330","1016400","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3033 1640","http://canmore.org.uk/site/2017",
"2019","HY31NW 28","Biggings, Grimeston","Souterrain (Prehistoric)","330720","1015460","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3072 1546","http://canmore.org.uk/site/2019",
"2023","HY31NW 31","Nisthouse, Mirbister","Barrow(S) (Prehistoric), Cinerary Urn (Steatite)","331630","1019830","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3163 1983","http://canmore.org.uk/site/2023",
"2031","HY31NW 39","Lyde Road","Barrow (Prehistoric)","333030","1018210","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3303 1821","http://canmore.org.uk/site/2031",
"2033","HY31NW 40","Knowes Of Trinnawin","Barrow(S) (Prehistoric), Cist(S) (Period Unassigned), Mound (Period Unassigned), Cinerary Urn (Steatite)","333490","1018910","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3349 1891","http://canmore.org.uk/site/2033",
"2034","HY31NW 41","Ness-breck, Corrigall","Barrow(S) (Prehistoric), Cist(S) (Period Unassigned), Mound (Period Unassigned)","333310","1019010","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3331 1901","http://canmore.org.uk/site/2034",
"2038","HY31NW 45","Corston","Barrow(S) (Prehistoric)","331900","1019700","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 319 197","http://canmore.org.uk/site/2038",
"2054","HY31NW 6","Appiehouse","Standing Stone (Prehistoric)","332620","1016200","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3262 1620","http://canmore.org.uk/site/2054",
"2056","HY31NW 7","Feolquoy","Barrow(S) (Prehistoric)","331740","1015510","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3174 1551","http://canmore.org.uk/site/2056",
"2063","HY31SE 13","Hill Of Heddle","Barrow(S) (Prehistoric)","335900","1013100","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 359 131","http://canmore.org.uk/site/2063",
"2065","HY31SE 15","Benziaroth","Burnt Mound (Prehistoric)","336780","1014880","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3678 1488","http://canmore.org.uk/site/2065",
"2066","HY31SE 16","Finstown","Burnt Mound (Prehistoric)","335450","1014000","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3545 1400","http://canmore.org.uk/site/2066",
"2070","HY31SE 2","Rennibister","Burnt Mound (Prehistoric)","339900","1012930","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3990 1293","http://canmore.org.uk/site/2070",
"2081","HY31SE 3","Rennibister","Human Remains(S) (Period Unassigned), Souterrain (Prehistoric)","339730","1012600","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3973 1260","http://canmore.org.uk/site/2081",
"2086","HY31SE 34","Hill Of Heddle","Lithic Implement (Flint)","335300","1013000","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 353 130","http://canmore.org.uk/site/2086",
"2093","HY31SE 9","Cursiter","Souterrain (Prehistoric)","337750","1012520","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3775 1252","http://canmore.org.uk/site/2093",
"2095","HY31SW 10","Brodgar Farm","Standing Stone(S) (Prehistoric)","330340","1012830","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3034 1283","http://canmore.org.uk/site/2095",
"2096","HY31SW 11","Watch Stone","Standing Stone(S) (Prehistoric)","330550","1012640","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3055 1264","http://canmore.org.uk/site/2096",
"2097","HY31SW 12","Barnhouse Stone","Standing Stone (Prehistoric)","331270","1012170","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3127 1217","http://canmore.org.uk/site/2097",
"2100","HY31SW 15","Summers Dale","Barrow (Prehistoric), Cist (Period Unassigned), Mound(S) (Period Unassigned)","334740","1010460","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3474 1046","http://canmore.org.uk/site/2100",
"2101","HY31SW 16","Binscarth","Barrow (Prehistoric), Cist (Period Unassigned), Mound (Period Unassigned)","334660","1014320","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3466 1432","http://canmore.org.uk/site/2101",
"2102","HY31SW 17","Hill Of Heddle","Barrow (Prehistoric), Cist (Period Unassigned), Cinerary Urn","334520","1013430","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3452 1343","http://canmore.org.uk/site/2102",
"2103","HY31SW 18","Hill Of Heddle","Barrow(S) (Prehistoric), Cist (Period Unassigned)","334420","1013500","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3442 1350","http://canmore.org.uk/site/2103",
"2105","HY31SW 2","Stones Of Stenness","Henge (Neol/bronze Age), Stone Circle (Neol/bronze Age)","330670","1012520","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3067 1252","http://canmore.org.uk/site/2105",
"2109","HY31SW 23","Nistaben","Barrow(S) (Prehistoric), Cist(S) (Period Unassigned)","333550","1011830","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3355 1183","http://canmore.org.uk/site/2109",
"2115","HY31SW 29","Bigswell","Burnt Mound (Prehistoric)","333140","1010450","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3314 1045","http://canmore.org.uk/site/2115",
"2119","HY31SW 32","Lochside","Cist(S) (Period Unassigned)","331200","1013700","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 312 137","http://canmore.org.uk/site/2119",
"2125","HY31SW 38","Ramsquoy","Standing Stone (Prehistoric)","330240","1010150","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3024 1015","http://canmore.org.uk/site/2125",
"2128","HY31SW 40","Stone Of Odin","Standing Stone (Prehistoric)","330600","1012600","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 306 126","http://canmore.org.uk/site/2128",
"2129","HY31SW 41","The Kethesgeo Stone","Standing Stone (Prehistoric)","330350","1011360","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3035 1136","http://canmore.org.uk/site/2129",
"2137","HY31SW 49","Quoyer","Lithic Implement (Flint)","331900","1013730","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3190 1373","http://canmore.org.uk/site/2137",
"2145","HY31SW 56","Wasdale","Barrow(S) (Prehistoric)(Possible)","334630","1014450","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 3463 1445","http://canmore.org.uk/site/2145",
"2151","HY31SW 61","Barnhouse","Settlement (Period Unassigned), Axehead(S) (Stone), Mace, Unidentified Flint(S) (Flint)","330760","1012700","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3076 1270","http://canmore.org.uk/site/2151",
"2159","HY32NE 1","Knowe Of Rowiegar","Chambered Cairn (Neolithic), Souterrain (Prehistoric)","337330","1029780","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3733 2978","http://canmore.org.uk/site/2159",
"2163","HY32NE 13","Eynhallow, The Graand","Standing Stone (Prehistoric)","335892","1028678","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 35892 28678","http://canmore.org.uk/site/2163",
"2171","HY32NE 20","Rousay, Corse","Burnt Mound (Prehistoric)","339100","1028100","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 391 281","http://canmore.org.uk/site/2171",
"2172","HY32NE 21","Robie's Knowe","Burnt Mound (Prehistoric)","336200","1026650","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3620 2665","http://canmore.org.uk/site/2172",
"2178","HY32NE 27","Broch Of Burgar","Broch (Iron Age)","335210","1027710","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3521 2771","http://canmore.org.uk/site/2178",
"2179","HY32NE 28","Eynhallow, 'monkerness'","Roundhouse (Prehistoric), Structure (Period Unassigned)","336524","1029227","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 36524 29227","http://canmore.org.uk/site/2179",
"2180","HY32NE 29","Eynhallow, Little Kyarl","Burnt Mound (Prehistoric)(Possible), Structure (Period Unassigned)","336507","1029392","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 36507 29392","http://canmore.org.uk/site/2180",
"2186","HY32NE 34","Rousay, Swarta Fiold","Barrow (Prehistoric)","338840","1028490","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3884 2849","http://canmore.org.uk/site/2186",
"2188","HY32NE 36","Rousay, Yorville","Burnt Mound (Prehistoric), Settlement (Period Unassigned)","339430","1027980","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3943 2798","http://canmore.org.uk/site/2188",
"2208","HY32NW 10","Costa Mill, Urigar","Barrow(S) (Prehistoric)(Possible), Cist (Period Unassigned)","333830","1028140","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3383 2814","http://canmore.org.uk/site/2208",
"2209","HY32NW 11","Lower Mithouse","Souterrain (Prehistoric)","332340","1029110","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3234 2911","http://canmore.org.uk/site/2209",
"2215","HY32NW 17","Costa Hill","Barrow (Prehistoric)","331300","1029120","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3130 2912","http://canmore.org.uk/site/2215",
"2221","HY32NW 3","Burn Of Pow","Burnt Mound (Prehistoric)(Possible)","333400","1028670","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3340 2867","http://canmore.org.uk/site/2221",
"2234","HY32SE 15","Hackland Hill","Barrow(S) (Prehistoric)(Possible)","339420","1020810","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3942 2081","http://canmore.org.uk/site/2234",
"2239","HY32SE 2","Blubbersdale","Barrow(S) (Prehistoric)","337800","1020200","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 378 202","http://canmore.org.uk/site/2239",
"2243","HY32SE 4","Ellibister","Burnt Mound (Prehistoric)","338000","1021000","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 38 21","http://canmore.org.uk/site/2243",
"2247","HY32SE 8","Seven Knowes","Barrow(S) (Prehistoric)","339280","1020720","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3928 2072","http://canmore.org.uk/site/2247",
"2251","HY32SW 11","Beaquoy","Burnt Mound (Prehistoric)","330100","1021980","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3010 2198","http://canmore.org.uk/site/2251",
"2252","HY32SW 12","Howana Gruna","Burnt Mound (Prehistoric)","332290","1023050","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3229 2305","http://canmore.org.uk/site/2252",
"2254","HY32SW 14","Knowe Of Yesko","Barrow(S) (Prehistoric)","331230","1020810","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3123 2081","http://canmore.org.uk/site/2254",
"2255","HY32SW 15","Brettavale, Knarston","Burnt Mound (Prehistoric)","330580","1020800","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3058 2080","http://canmore.org.uk/site/2255",
"2256","HY32SW 16","Kingsdale","Burnt Mound (Prehistoric)","331500","1021100","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 315 211","http://canmore.org.uk/site/2256",
"2258","HY32SW 18","Hollands, Mirbister","Barrow (Prehistoric)(Possible), Mound (Period Unassigned)","331770","1020090","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3177 2009","http://canmore.org.uk/site/2258",
"2261","HY32SW 20","Durka Dale","Burnt Mound (Prehistoric)","330220","1024950","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3022 2495","http://canmore.org.uk/site/2261",
"2268","HY32SW 4","Nether Corston","Standing Stone (Prehistoric)","331830","1020310","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3183 2031","http://canmore.org.uk/site/2268",
"2271","HY32SW 7","Overabist","Burnt Mound (Prehistoric)","333100","1023800","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 331 238","http://canmore.org.uk/site/2271",
"2274","HY33SE 1","Rousay, Midhowe","Chambered Cairn (Neolithic)","337220","1030480","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3722 3048","http://canmore.org.uk/site/2274",
"2275","HY33SE 10","Rousay, South Howe","Broch (Iron Age)(Possible), Ditch (Prehistoric)","337270","1030370","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3727 3037","http://canmore.org.uk/site/2275",
"2280","HY33SE 15","Rousay, Quandale, Knowe Of Dale","Burnt Mound (Prehistoric)","337420","1032170","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3742 3217","http://canmore.org.uk/site/2280",
"2286","HY33SE 2","Rousay, Midhowe","Broch (Iron Age)","337169","1030598","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 37169 30598","http://canmore.org.uk/site/2286",
"2288","HY33SE 21","Rousay, Quandale","Burial Cairn(S) (Prehistoric)","337259","1031511","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 37259 31511","http://canmore.org.uk/site/2288",
"2292","HY33SE 25","Rousay, North Howe","Burnt Mound (Prehistoric)","337060","1030980","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3706 3098","http://canmore.org.uk/site/2292",
"2295","HY33SE 28","Rousay, Sandy Holes","Barrow(S) (Prehistoric), Cist(S) (Period Unassigned)","336600","1031200","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 366 312","http://canmore.org.uk/site/2295",
"2297","HY33SE 3","Rousay, 'knowe Of Gorn'","Burnt Mound (Prehistoric)","338690","1033410","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3869 3341","http://canmore.org.uk/site/2297",
"2308","HY33SE 4","Rousay, Wasbister, Cogar","Burnt Mound (Prehistoric)","339430","1032730","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3943 3273","http://canmore.org.uk/site/2308",
"2310","HY33SE 41","Rousay, Moan","Standing Stone (Prehistoric)","338080","1033470","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3808 3347","http://canmore.org.uk/site/2310",
"2311","HY33SE 42","Rousay, North Howe","Burnt Mound (Prehistoric)","336890","1030770","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3689 3077","http://canmore.org.uk/site/2311",
"2314","HY33SE 45","Rousay, Skatequoy","Treb Dyke (Prehistoric)","339620","1034680","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3962 3468","http://canmore.org.uk/site/2314",
"2316","HY33SE 5","Rousay, Quoynalonga Ness","Burnt Mound (Prehistoric)","336470","1032000","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3647 3200","http://canmore.org.uk/site/2316",
"2317","HY33SE 6","Rousay, Wasbister, The Bleaching Knowe","Burnt Mound (Prehistoric)","339570","1033160","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3957 3316","http://canmore.org.uk/site/2317",
"2318","HY33SE 7","Rousay, 'lower Quandale'","Burnt Mound (Prehistoric)","336820","1031910","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 3682 3191","http://canmore.org.uk/site/2318",
"2319","HY33SE 8","Rousay,  Quendal, Tafts","Burnt Mound (Prehistoric)","337128","1032494","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 37128 32494","http://canmore.org.uk/site/2319",
